from,to,dx,dy,dtheta
90,91,0.5107014893745027,-0.21508180332001522,-0.17686146994057533
91,92,0.272791650605178,-0.04012138917185149,0.31364889201963364
92,93,0.4177098503708132,0.10060114788702323,-0.025183427093766933
93,94,0.7369689171769733,0.4772660468920312,0.03815411798653523
94,95,0.3510543345604212,0.16546730488279518,0.11225382762509994
95,96,0.9598357892211153,0.21814193177512126,-0.1256958658463586
96,97,0.6188902787082954,0.2264010943300007,0.23120310697909413
97,98,0.5911702782586568,0.28534650489049584,0.22405674733212338
98,99,0.7669593315206966,0.17965380596128583,-0.03470778740962204
99,100,0.4728161196669689,0.23963500783238958,-0.02433257368549535
100,101,0.6259834955529018,0.01804833991323762,0.07797018318902735
101,102,0.7620994756474703,0.19866970451559965,-0.13367043310374177
102,103,0.20756319698334003,0.24904142494021708,0.2489322625336225
103,104,0.9672130853529388,0.024809137245219777,0.004166608814277474
104,105,0.5806561279802498,0.4513242517558189,0.009340453564314542
105,106,0.6324236201879344,0.3191866099855312,0.0514431967042244
106,107,0.3276454354850359,0.0952624842243437,0.21965323880674767
107,108,0.30135813182640425,0.24337107861076154,-0.07680306211621701
108,109,0.7249220732745897,-0.17272432254739944,-0.13910132804293474
109,110,0.4857386728503378,0.4908141728911703,0.05761558159872174
110,111,0.4860855244679206,0.6291937352906827,-0.2909214673993385
111,112,0.06708857575956323,0.26965744463837954,-0.09612332085564176
112,113,0.4184165945151398,0.3440885721234686,0.028049071981546138
113,114,0.2569166828034004,-0.0212723016416273,0.20274022205244654
114,115,0.6572482137615446,0.1327780416796977,0.44662934505215296
115,116,0.2716826539468957,-0.04912121086048088,-0.14142954007164174
116,117,0.43669704614725524,0.22752983648821776,-0.11351422985379066
117,118,0.6884986847236636,0.014846453924994008,0.350234787534206
118,119,0.46653783804413873,0.4385467920184527,0.10776707284484033
119,120,0.5958181523626382,0.3668835444415601,-0.025895471126498593
120,121,0.5460361446956877,0.5354718484451353,0.1545297614202773
121,122,0.7599224026183109,0.15865954935955387,0.23129797119674123
122,123,0.22700183371580354,0.7549120563206477,0.05619121127769676
123,124,0.31579295022009,0.12118309165713624,-0.20135242199177125
124,125,0.7508211992122997,0.11020557149620303,-0.14077716426484174
125,126,-0.034445180922062446,0.2793150870118851,-0.47637807552919625
126,127,0.20694392789331584,0.38431024999234753,0.23946211168115705
127,128,0.6209015299055775,0.047533154232512004,-0.0014504943693655192
128,129,0.47163570403577854,0.01597026139144858,0.23897565185078706
129,130,0.6256256320816895,0.1687111728438458,0.0780071542210842
130,131,0.6251504446971967,-0.21078039829119177,-0.1699716344784057
131,132,0.30957237878789484,0.0864187284700613,0.01700470832890516
132,133,0.9388446754020445,0.32428177623267673,-0.17904800511011582
133,134,0.547378285841864,0.5913282427779348,0.20430127945917415
134,135,0.6379065687606618,0.03785068728849775,0.16500273698621828
135,136,0.4645502550307373,0.3624034927730526,0.07102192426646162
136,137,0.735482694684475,0.12883673110138127,0.27563429419825497
137,138,0.5988114204313092,0.6553057208071171,-0.08094353907384585
138,139,0.7474862467569354,0.1866326507352844,-0.2230951454716302
139,140,0.4786516085551138,0.11074011531797803,0.14081620184303578
140,141,0.6610638014050755,0.11766685839027084,-0.11876738573938601
141,142,0.7852353350942729,0.515608995431954,0.15365101358981537
142,143,0.5997191131023798,0.14694280241399263,0.1507619383064142
143,144,0.30171649656019406,0.10094230299397042,-0.547820731166454
144,145,0.6084541912115756,0.30492603980040844,-0.03222369950552302
145,146,0.7163712363393009,-0.19947162544743038,-0.24434235394472648
146,147,0.5432276314157551,0.3301672730291746,0.2768170523621786
147,148,0.5028556191753343,0.35763237284290206,-0.0007000889244476163
148,149,0.45673925820673444,0.29788445143104586,0.05931282113579325
149,150,0.1849095402728534,0.4056436769864116,0.2875292053351649
150,151,0.3821977904697108,0.20950390234214128,0.06312318985769502
151,152,0.5033236694250883,-0.0810042856777703,-0.09219605799013775
152,153,0.5430156695527589,0.23127695072230214,0.03861491797902697
153,154,0.4314306352037306,0.19654619090927639,-0.5902924628065251
154,155,0.6818945083222433,-0.3744975705627519,-0.13492077584370968
155,156,0.4075848803474027,-0.19971124020846065,0.20329776211973294
156,157,0.33937524304003086,0.053195837396280074,-0.031740794746497665
157,158,0.5146639073529827,0.030720225275756925,-0.24029002872354946
158,159,0.7941587819953093,-0.18403874617579846,-0.3769692413438132
159,160,0.3353277666778361,0.327184095332185,0.18095444603723265
160,161,0.5208704496309958,-0.07188370249251412,0.0006685847884173451
161,162,0.9364377082894674,-0.07066163613216744,0.0019359329095907235
162,163,0.6096053587524942,-0.0038003035915705544,-0.13501728102411165
163,164,0.5524455153768635,-0.08889371778706041,0.04614759861529495
164,165,0.6205087114260864,-0.14486279377583672,0.04394371377568626
165,166,0.5068332084452528,-0.0651255384110459,-0.5025504792878459
166,167,0.7395147388875292,-0.06454694932588141,0.2304633928556052
167,168,-0.1838475677574969,0.28781928270803436,-0.09087758087470545
168,169,0.6987317237438486,-0.3961269439534805,0.17955288943812858
169,170,0.2850405369159237,-0.2396257855065027,0.3832318463322415
170,171,0.4680612898944112,-0.09733285198814351,0.23976870704333234
171,172,0.6385843691861643,-0.09608333624269122,-0.010678775315946548
172,173,1.0041083640732547,-0.21883348519780826,-0.0023065541349889945
173,174,0.7094203832412596,0.08965427337484339,0.2755927623438226
174,175,0.6577832297052004,-0.5737218070200397,0.16141905967325865
175,176,0.2325344163524342,-0.06402900413042159,-0.04075072244453992
176,177,0.561711502759449,-0.18215969885228797,0.07981407390014644
177,178,0.5009871681413495,0.20321723019326327,-0.031968753297590566
178,179,0.602922535747334,-0.18276547683056898,0.3598268307476431
179,180,0.1522659088454331,-0.1130290337403999,0.09180665474107866
180,181,0.3688586169330144,0.051542971327533604,-0.07484657635855473
181,182,0.5169411064261376,-0.35053650449168894,0.04939065276335994
182,183,0.36092579110022927,-0.45127710882530553,0.39568396499079594
183,184,0.29782353312196563,-0.4559843701075873,-0.5392175759339386
184,185,0.4215933772470758,-0.4674205461035426,0.3286353072514905
185,186,0.6924378372066544,-0.37795594180270625,0.4130340818088645
186,187,0.6715623333508808,-0.23912369147396406,-0.5204688599405183
187,188,0.9220028370616471,-0.5754307956571083,-0.2451243439255959
188,189,0.6736239738851132,0.1606386270525133,0.19348989068359596
189,190,0.6687110004554913,-0.14715313787702933,0.21903230754880992
190,191,0.7194439680909289,-0.12272521819657278,-0.003642957256471138
191,192,0.4578786847245161,-0.48770514417166444,-0.004312520909312792
192,193,0.09092957383288613,-0.10559051177084752,-0.19997927863315032
193,194,0.3527406845990712,-0.2367170924434393,0.31961505077436103
194,195,0.6967827067084114,-0.6326075475459496,-0.26826529706851854
195,196,0.6272080596152131,-0.4901576958629808,-0.024862738445035094
196,197,0.6644021097263129,-0.26658209129593735,-0.005293261367190272
197,198,0.23093164445546466,-0.41418771948794614,0.10077485924653677
198,199,0.12385486529390194,-0.05845418776183475,0.04246735497500572
0,50,25.227494622406127,2.9056520833518946,-0.49812472297911686
0,150,75.38961825750685,4.663749561474009,-0.20074591917976264
