       1e-13        1e-05 -0.000490499
 5.0157e-09       4e-05 -0.00196195
2.50926e-08 8.99998e-05 -0.00441426
7.03069e-08 0.000159999 -0.00784734
1.50765e-07 0.000249998  -0.0122611
2.76605e-07 0.000359996  -0.0176554
4.57992e-07 0.000489992  -0.0240303
7.05125e-07 0.000639986  -0.0313855
1.02823e-06 0.000809978   -0.039721
1.43757e-06 0.000999965  -0.0490368
1.94343e-06  0.00120995  -0.0593327
2.55613e-06  0.00143993  -0.0706086
3.28601e-06   0.0016899  -0.0828644
4.14346e-06  0.00195986  -0.0961001
5.13889e-06  0.00224981   -0.110316
6.28274e-06  0.00255976   -0.125511
7.58547e-06  0.00288969   -0.141685
9.05758e-06  0.00323961    -0.15884
1.07096e-05  0.00360951   -0.176973
1.25521e-05   0.0039994   -0.196086
1.45957e-05  0.00440926   -0.216178
1.68509e-05  0.00483911   -0.237249
1.93285e-05  0.00528893   -0.259299
2.20391e-05  0.00575873   -0.282329
2.49935e-05   0.0062485   -0.306337
2.82023e-05  0.00675824   -0.331323
3.16763e-05  0.00728795   -0.357289
3.54264e-05  0.00783763   -0.384233
3.94633e-05  0.00840726   -0.412155
4.3798e-05 0.00899686  -0.441056
4.84412e-05  0.00960642   -0.470935
5.34041e-05   0.0102359   -0.501792
5.86973e-05   0.0108854   -0.533628
6.43321e-05   0.0115548   -0.566441
7.03193e-05   0.0122441   -0.600232
7.667e-05 0.0129534 -0.635002
8.33953e-05   0.0136827   -0.670749
9.05062e-05   0.0144318   -0.707473
9.8014e-05  0.0152009  -0.745175
0.00010593  0.0159899  -0.783855
0.000114264   0.0167989   -0.823512
0.00012303  0.0176278  -0.864146
0.000132236   0.0184765   -0.905758
0.000141896   0.0193452   -0.948346
0.00015202  0.0202338  -0.991912
0.000162619   0.0211423    -1.03645
0.000173705   0.0220707    -1.08197
0.00018529   0.023019   -1.12847
0.000197384   0.0239872    -1.17594
0.000209999   0.0249753    -1.22439
0.000223147   0.0259832    -1.27382
0.000236838    0.027011    -1.32422
0.000251086   0.0280587     -1.3756
0.000265901   0.0291263    -1.42795
0.000281294   0.0302137    -1.48128
0.000297278    0.031321    -1.53559
0.000313864   0.0324481    -1.59087
0.000331063    0.033595    -1.64713
0.000348888   0.0347618    -1.70437
0.000367351   0.0359485    -1.76258
0.000386462   0.0371549    -1.82176
0.000406234   0.0383812    -1.88192
0.000426678   0.0396273    -1.94306
0.000447807   0.0408932    -2.00517
0.000469632   0.0421789    -2.06826
0.000492165   0.0434844    -2.13232
0.000515418   0.0448096    -2.19736
0.000539404   0.0461547    -2.26337
0.000564133   0.0475196    -2.33035
0.000589619   0.0489042    -2.39832
0.000615872   0.0503085    -2.46725
0.000642906   0.0517327    -2.53716
0.000670732   0.0531766    -2.60805
0.000699363   0.0546402    -2.67991
0.00072881  0.0561235   -2.75274
0.000759085   0.0576266    -2.82655
0.000790202   0.0591494    -2.90133
0.000822172    0.060692    -2.97709
0.000855007   0.0622542    -3.05382
0.00088872  0.0638361   -3.13152
0.000923324   0.0654377     -3.2102
0.000958829    0.067059    -3.28985
0.000995249      0.0687    -3.37048
0.0010326 0.0703607  -3.45208
0.00107088  0.0720409   -3.53465
0.00111012  0.0737409    -3.6182
0.00115033  0.0754605   -3.70272
0.00119151  0.0771997   -3.78821
0.00123368  0.0789586   -3.87467
0.00127685   0.080737   -3.96211
0.00132104  0.0825351   -4.05052
0.00136625  0.0843528   -4.13991
0.00141251  0.0861901   -4.23026
0.00145981  0.0880469   -4.32159
0.00150819  0.0899233    -4.4139
0.00155764  0.0918193   -4.50717
0.00160818  0.0937349   -4.60142
0.00165982  0.0956699   -4.69664
0.00171258  0.0976246   -4.79283
0.00176647  0.0995987   -4.88999
0.00182151   0.101592   -4.98813
0.00187769   0.103606   -5.08723
0.00193505   0.105638   -5.18731
0.00199358    0.10769   -5.28836
0.00205331   0.109762   -5.39039
0.00211425   0.111853   -5.49338
0.0021764  0.113964  -5.59735
0.00223979   0.116094   -5.70228
0.00230443   0.118243   -5.80819
0.00237032   0.120412   -5.91507
0.00243748     0.1226   -6.02293
0.00250593   0.124808   -6.13175
0.00257568   0.127035   -6.24154
0.00264674   0.129281   -6.35231
0.00271912   0.131547   -6.46404
0.00279284   0.133832   -6.57675
0.00286791   0.136137   -6.69042
0.00294435   0.138461   -6.80507
0.00302216   0.140804   -6.92069
0.00310137   0.143167   -7.03728
0.00318198   0.145549   -7.15483
0.003264  0.14795 -7.27336
0.00334746    0.15037   -7.39286
0.00343236    0.15281   -7.51333
0.00351872   0.155269   -7.63477
0.00360655   0.157747   -7.75718
0.00369586   0.160244   -7.88056
0.00378668   0.162761   -8.00491
0.003879 0.165297 -8.13022
0.00397285   0.167852   -8.25651
0.00406824   0.170426   -8.38377
0.00416518   0.173019     -8.512
0.00426369   0.175632   -8.64119
0.00436377   0.178264   -8.77136
0.00446545   0.180915   -8.90249
0.00456874   0.183585    -9.0346
0.00467365   0.186274   -9.16767
0.00478019   0.188982   -9.30171
0.00488838   0.191709   -9.43672
0.00499823   0.194455    -9.5727
0.00510976   0.197221   -9.70965
0.00522298   0.200005   -9.84756
0.0053379  0.202809  -9.98645
0.00545454   0.205631   -10.1263
0.00557291   0.208473   -10.2671
0.00569302   0.211333   -10.4089
0.00581489   0.214213   -10.5517
0.00593854   0.217111   -10.6954
0.00606397   0.220028   -10.8401
0.00619121   0.222965   -10.9858
0.00632025    0.22592   -11.1324
0.00645113   0.228894     -11.28
0.00658385   0.231887   -11.4286
0.00671843   0.234899   -11.5781
